account_id,account_number,customer_id,account_type,account_balance,credit_score
3003,APXA91661677034017,27572,Credit,752.13,611
3004,EGST67487223238926,7411,Checking,1526.47,609
3005,QMGM45817265333391,25077,Credit,3096.46,632
3006,TCPO01924889386511,2851,Credit,3608.11,672
3007,DOPR94658495072513,24723,Credit,2228.9,720
3008,RYAQ18567059873137,20179,Credit,2470.99,674
3009,HJLE20953551068404,26188,Savings,1857.75,596
3010,YAEN63263749939284,5704,Savings,1244.35,725
3011,EHHL30870086597992,6717,Savings,1452.4,589
3012,PMOZ57421761483714,29237,Credit,2820.33,727
3013,KXAN06575256929293,14577,Checking,3275.98,719
3014,EZGV05040059329684,23907,Credit,5761.18,720
3015,ZVBV18603063700225,15676,Checking,1194.82,709
3016,DHXX17630811705330,3445,Credit,1213.63,719
3017,GUBJ85435698906808,14770,Savings,2527.97,687
3018,KNRO43660599995652,24545,Checking,3269.13,671
3019,YPRA58615725348581,10254,Checking,592.94,701
3020,OFNK30977044548104,23264,Credit,316.58,639
3021,LKJK79210522451348,14542,Checking,2921.93,684
3022,ZMWP55777757961569,10180,Credit,1820.58,746
3023,UGLU62876013401258,336,Savings,2695.2,665
3024,BSVI02448059490733,27816,Checking,2088.83,702
3025,VJVE42199661955162,17971,Credit,2885.42,709
3026,BVUF26913122559447,26798,Credit,613.29,691
3027,EMRN46400283625358,17585,Savings,121.78,743
3028,XOPH77595552153609,8125,Savings,473.35,718
3029,MUMD11626988453030,9967,Savings,112.16,633
3030,WNGG11931006968347,7816,Checking,1236.16,793
3031,XSPY51014255923419,27308,Savings,3064.14,614
3032,IICY52581414442117,13846,Checking,3485.67,619
3033,ZLVU71256631132904,19547,Credit,2456.92,734
3034,AQGN30421767951693,6546,Savings,4394.14,711
3035,DKBL43071876847041,3421,Credit,208.13,716
3036,RZXW89623245462339,23980,Savings,237.42,710
3037,RMFZ23855156497535,17275,Savings,2383.9,765
3038,ZWLG71215565724036,26126,Checking,988.8,715
3039,OFAU53088973736503,17647,Savings,2704.78,800
3040,IIHP94579863567701,7733,Savings,3784.34,665
3041,GWMN75305128798297,20526,Credit,2314.47,812
3042,VTNB74671182578583,1966,Credit,3187.0,710
3043,KQOS51660902640304,1201,Checking,3223.88,760
3044,XAKQ50225932101303,4097,Checking,1161.09,710
3045,IEKS36059947704300,5383,Checking,784.97,822
3046,SYOY49340725054756,693,Savings,649.5,676
3047,CLNQ70508724915274,15833,Savings,1456.86,737
3048,AOLR61305837639811,5729,Credit,974.11,702
3049,YVQP35202744611188,25076,Savings,1864.81,770
3050,ACOR17948573400291,20257,Credit,2221.72,726
3051,HXGY94165196934446,2,Savings,3168.41,671
3052,HYOX86526208559311,20073,Credit,4620.64,758
3053,JBRI75935829542293,22060,Credit,2430.31,656
3054,PESE38987666789815,4362,Credit,4009.23,593
3055,KEVW70636424415630,23196,Checking,25.06,681
3056,GPZG10427383575786,16675,Checking,5657.59,778
3057,ERLQ51261370812174,19127,Savings,2339.8,700
3058,ZRBH15198905857324,28001,Savings,2255.46,659
3059,KGEB09215997635422,17586,Savings,22.16,666
3060,DAKG35160012187429,20025,Checking,1441.58,712
3061,YNFD38753981722810,27073,Credit,1073.67,733
3062,UZDH78968822392500,14698,Savings,931.66,752
3063,QNXR97128312918933,10904,Checking,80.0,695
3064,FPLF19268102022316,25055,Credit,2752.25,719
3065,SZHE84338178173099,3678,Savings,3034.0,677
3066,FZZS91523538076620,11833,Credit,617.1,754
3067,ADHQ81399430432220,20893,Credit,1382.58,717
3068,LYRN68001936509799,1260,Savings,2352.6,712
3069,AIRU47941794484514,21995,Credit,4045.83,778
3070,QCQM59318958494880,11410,Credit,2639.61,786
3071,VARW02002262452553,8300,Credit,2632.05,762
3072,KMOZ39592243936343,5393,Credit,1126.41,696
3073,BRNL78531738412655,8309,Savings,621.44,743
3074,SRWI33411489513396,19906,Savings,2068.64,695
3075,YTSY47467787249401,10140,Checking,1799.74,778
3076,KWXA18935010088094,23566,Credit,1468.2,727
3077,LXNO03026540653478,20698,Credit,1607.62,709
3078,DFGA24628520267040,12721,Savings,398.46,602
3079,CWUY14597076984819,1743,Checking,201.8,696
3080,ECBO24397988060629,27799,Credit,4022.72,660
3081,OUNY46205975169036,23619,Checking,1849.67,685
3082,DMOC19916468986740,27212,Checking,2349.9,638
3083,LANF25910799983637,29068,Savings,2290.03,664
3084,PHGU32164293383199,3825,Checking,3337.74,747
3085,LAZR35060479084344,15222,Savings,1817.53,751
3086,DQFJ69934146977235,27600,Checking,955.01,684
3087,IMVP70574177683341,24044,Credit,1123.56,673
3088,BBLG94901080189107,5842,Checking,1611.89,702
3089,FMUY85716118072216,2990,Credit,3804.91,637
3090,IFKV00416496353265,29995,Checking,2215.28,668
3091,XJTB27414013434801,19028,Checking,49.77,770
3092,UFYM60917590747515,12772,Checking,2430.17,613
3093,YXUX09732722298945,15910,Checking,1330.34,751
3094,CZWN47010008894455,13965,Credit,1256.23,747
3095,VCBF51712855042225,10280,Credit,1916.71,625
3096,FGXC67598506900269,2888,Checking,1031.43,674
3097,SMOU60717122015264,13171,Savings,2159.48,611
3098,PZKQ60668245193167,1608,Savings,3062.1,664
3099,VLQC64416002898873,18370,Credit,900.82,722
3100,ZYGU98425110790486,18398,Credit,1365.8,672
3101,RRCP85612021969871,28142,Credit,1274.98,765
3102,KMEC94227779549807,17368,Savings,2673.61,645
3103,CVCQ46075380307006,2604,Credit,3409.06,624
3104,EGIC01660686633844,25226,Savings,3590.68,724
3105,WXVS33607173484563,22543,Savings,3108.58,751
3106,JWEO70931764986251,28983,Credit,843.96,619
3107,JGJT31101209438315,8286,Checking,278.37,674
3108,ZWJL77310461318221,22097,Checking,2917.75,820
3109,KXCP86577183014340,12509,Credit,426.51,682
3110,XONR84152468775788,934,Credit,2976.12,684
3111,FPKR78268590052446,20293,Savings,1106.51,675
3112,FBZH90405118428854,6601,Savings,1496.12,684
3113,VFYO01649038156298,9191,Savings,1766.31,688
3114,RLEA10053501268093,26270,Savings,1260.61,708
3115,YHPQ30348881343179,7593,Checking,2574.89,694
3116,JIVF37914145120699,27311,Checking,3746.04,763
3117,DMYJ20604825654433,13072,Checking,1473.65,669
3118,ALEC61327207271403,16209,Checking,2976.57,653
3119,DSEA40948504733778,21317,Savings,730.81,630
3120,CTLH45242516696263,2519,Savings,5004.26,659
3121,KUZB50905527911622,27306,Credit,2745.9,736
3122,OHRZ68402446285784,5001,Savings,2817.78,767
3123,ZKVH21095269371026,29931,Checking,1883.23,652
3124,LSDF26100537509490,4716,Credit,23.28,697
3125,MAWX81200867940227,12104,Checking,1876.67,692
3126,YFEY09641516295662,25778,Checking,203.31,706
3127,IDTT10924231321646,26478,Savings,2008.39,774
3128,PEOG88458574184212,25512,Savings,804.73,694
3129,IDWN41443480566013,9949,Checking,4199.59,710
3130,SLWE18998744822434,14172,Savings,980.74,672
3131,VJWX72916167777116,16118,Credit,2578.92,626
3132,ZDML16969609883580,20142,Savings,1828.93,664
3133,HOYW51339766230854,19027,Savings,1778.54,582
3134,DNBO82604933087938,28995,Credit,3864.6,710
3135,GENF87373981132547,25350,Checking,2567.96,744
3136,LJWG88406558965648,21015,Checking,6373.28,697
3137,NTTJ53926444697399,1232,Checking,1375.01,604
3138,DJAJ50547366543339,21610,Credit,894.9,656
3139,WTSV28149076472633,5700,Credit,2663.4,722
3140,NGNI25233460217990,26294,Checking,2448.85,674
3141,HOHH76369495944517,2841,Credit,1577.23,703
3142,DZWV60285357391787,15349,Checking,2693.78,715
3143,SIVQ85913723247858,6513,Savings,533.62,687
3144,OGEE15630180562553,4492,Savings,2291.73,741
3145,JXLS40398747067633,21420,Savings,1382.55,701
3146,WEAY27542337334745,12140,Savings,1652.23,656
3147,EQNI37650828705768,12739,Savings,2405.09,710
3148,HXCJ38402934838546,16476,Checking,1643.67,712
3149,LFYW68488962053951,7537,Savings,1233.71,720
3150,XRTR63545326968496,14031,Credit,3943.12,735
3151,RMYT64688251152705,12572,Credit,2278.82,736
3152,TSYU32920075683114,2477,Savings,2052.67,708
3153,UVTK09101429600275,12786,Checking,4111.65,723
3154,MXIK99262172726971,1374,Savings,787.06,686
3155,HWNA49184256105269,21143,Savings,880.19,767
3156,QAJZ75162990838294,24663,Checking,1799.07,717
3157,KEJL36615072639283,29165,Savings,2108.22,725
3158,RYTN19248534423116,6744,Checking,3660.3,630
3159,SDHU63032619735195,11714,Credit,1861.23,780
3160,RHKX84829934843659,16874,Savings,1908.48,640
3161,LVMG19533423388752,29422,Credit,1180.73,701
3162,DWZX20655305685615,19375,Credit,3664.04,695
3163,PBXJ75333582661652,16165,Savings,109.62,776
3164,BWSA19492665057370,2568,Credit,781.8,806
3165,ZDBR40967282863979,3226,Checking,3363.42,693
3166,RBLJ01135842595553,11248,Savings,1936.86,641
3167,DHRC74911820961767,17529,Savings,2655.36,705
3168,QLAJ75425021439371,22403,Checking,4107.78,651
3169,WPEZ40133997581700,27012,Credit,975.02,713
3170,WYUB65222170062725,12624,Checking,4189.79,673
3171,OMQD04116334240926,21386,Credit,1615.51,676
3172,VYYP25810401055364,21339,Savings,3024.82,723
3173,DGLC48041173118156,2714,Credit,15.42,651
3174,EYWY03975935180552,5940,Checking,1753.71,737
3175,XCJC49620372885000,3589,Savings,639.88,741
3176,XLNF54137141497015,10490,Credit,645.56,788
3177,IZSJ96756578560267,3453,Checking,4373.1,712
3178,BOGK33975191434967,15578,Savings,3777.78,719
3179,CXVB26102830238358,1800,Checking,2599.01,745
3180,KUQZ79866991281003,19961,Savings,312.03,658
3181,KHHD84553859900348,15989,Checking,38.66,705
3182,OVDS77871395960311,27124,Savings,111.96,772
3183,JKJF65290234957903,13692,Checking,4554.69,710
3184,OFQH79716194017657,23400,Savings,2582.82,727
3185,ROQS05645439936783,2523,Credit,2063.77,673
3186,THUT33086832007506,5964,Credit,2052.33,722
3187,TEON94651606519890,6902,Savings,2436.22,706
3188,KXRD21051844398885,1649,Savings,3073.08,665
3189,GNQH02862949928916,12215,Savings,541.08,660
3190,WFXT26243032244086,12844,Checking,1645.25,784
3191,ZOTT04459203040837,14469,Savings,1474.29,711
3192,SZYW77316576266228,22152,Credit,2365.61,732
3193,IMMK56874948463010,11429,Savings,907.33,736
3194,KZVU14616381068932,3445,Credit,69.44,649
3195,VBHE66910547277309,11838,Savings,828.66,758
3196,JDDS24675375694490,8482,Savings,3147.17,726
3197,JRLC71958603084857,604,Checking,4355.94,690
3198,EUKW88967972199755,16174,Credit,3758.39,717
3199,YNTZ26498392639593,20979,Checking,75.33,758
3200,OMFL13652371806611,25969,Credit,1653.41,655
3201,WEHX11560205890753,4598,Checking,413.29,749
3202,KRNF28443714291168,5446,Savings,2033.27,672
3203,GXXU70993186748947,14295,Savings,1591.83,681
3204,OWYH93743876505670,22201,Savings,2485.15,774
3205,AZYL71890007206171,20275,Checking,97.86,684
3206,EUND73055865043551,1842,Credit,2282.38,753
3207,FBRB88718394997759,3032,Savings,2110.45,722
3208,UZVT53041685826448,309,Credit,953.27,649
3209,HKVV53428768276476,9467,Savings,781.98,740
3210,XRZV52057828871101,24758,Checking,367.6,669
3211,RGXY56917042868259,25715,Checking,2090.37,639
3212,OZHO69904061585809,28796,Savings,1065.64,729
3213,QWBX62145789987282,7600,Checking,1555.79,630
3214,MLOG80334955927739,24433,Checking,872.58,675
3215,CRWB63907180535154,1122,Checking,1890.75,697
3216,MPII68384581809045,12108,Credit,2716.77,702
3217,VTVX93217046514109,2198,Credit,203.92,737
3218,GCSA85871458768233,22048,Credit,4126.6,654
3219,WBWD66142494020891,21863,Credit,4265.38,680
3220,JMKV43418820655274,23153,Checking,4733.87,755
3221,OVTO43648198514896,17824,Credit,1356.22,742
3222,MVBZ69475833836669,27326,Credit,4465.3,651
3223,RWOL18127538047149,19747,Checking,1958.99,783
3224,WISR62468659045334,6397,Savings,2560.51,667
3225,EETQ00874482223929,5666,Credit,836.75,726
3226,NZPT63938273985734,6094,Checking,4301.27,697
3227,CIUH76302440299139,27770,Checking,871.66,695
3228,ELBG82995853125834,4951,Savings,3761.37,658
3229,BWXW56088647918003,10075,Credit,3699.05,670
3230,JVTH05269458134157,24649,Checking,2774.56,671
3231,KCGT81855904795705,4957,Credit,2275.24,766
3232,EFGM15897319820739,17536,Checking,280.49,665
3233,KTBE26691501594362,4320,Checking,2119.15,733
3234,WTQB56238323995378,17933,Credit,3415.47,749
3235,UDXD08798227443649,11532,Savings,845.05,754
3236,QZQX81820454237588,27118,Savings,3088.09,750
3237,JNPC48855544679135,16650,Credit,1328.39,701
3238,GCNP33224075905126,18927,Credit,2331.02,666
3239,ULLP75118755839837,4816,Checking,2318.01,710
3240,OEOO60489738874126,15630,Checking,1233.7,687
3241,HTXJ40814495201078,23159,Savings,1989.12,765
3242,UVYK73297874934773,12676,Savings,3596.36,719
3243,WJYQ72544280090858,11170,Checking,1894.96,674
3244,ZLLN74844603099808,23862,Credit,4739.02,748
3245,WFAU44077338302057,18719,Credit,243.62,703
3246,TSLT74760170105700,12919,Checking,4286.18,640
3247,XYDR50809752160293,28257,Savings,1417.76,663
3248,OVON93935417537846,7778,Checking,4011.3,663
3249,KQBO33954425787394,23034,Savings,1674.78,695
3250,DKZL36686628879900,12461,Savings,5172.7,661
3251,YSEI14339784699302,10311,Checking,3109.96,696
3252,SLEK71395228478614,25067,Credit,2346.28,790
3253,WKFX15069883291843,5301,Credit,2212.35,780
3254,MWXV65926983858999,26492,Credit,2256.32,717
3255,VPDH04749459162117,2875,Credit,3802.29,623
3256,PTYB98161154536294,14308,Credit,1962.89,769
3257,GZJP96010437071906,7744,Savings,2936.7,680
3258,SMTA15949695378963,17999,Checking,3980.8,746
3259,WOYK99911470989609,4398,Savings,1746.57,660
3260,HITO16664133226166,22145,Savings,33.33,679
3261,YVMM89763345887009,10646,Credit,4215.85,779
3262,UMXB01841899399069,25028,Savings,63.1,648
3263,PWRM86017468841537,10806,Checking,284.85,724
3264,VYOW55581642457203,24449,Checking,2651.37,683
3265,APPU27849227801644,9200,Credit,1542.38,705
3266,FGOA10956663896516,12918,Savings,2387.42,647
3267,ZIOL41924280361783,7411,Credit,3145.87,720
3268,VQKS76022358469123,25129,Savings,380.23,656
3269,YSEA48766665116238,21830,Checking,812.36,689
3270,OJCB12249374474739,8186,Checking,3299.08,560
3271,YAGV54269497201883,23774,Credit,1540.69,739
3272,LMIZ76721251380650,28988,Credit,2985.13,631
3273,RRXA90718708170963,15367,Credit,2094.58,801
3274,FDHI13661653399372,16964,Checking,2702.52,718
3275,TJOU56809001326322,8482,Savings,347.02,685
3276,YSVO54835352667608,18736,Credit,2986.08,681
3277,AGLU24743606762004,28493,Credit,3265.72,810
3278,OGMN83466060827526,24923,Credit,2127.36,682
3279,ONOH84193881499258,6299,Credit,5245.97,664
3280,RFTS77690035800588,14424,Credit,1388.93,607
3281,QSUI77899859959273,23994,Credit,2850.22,666
3282,WBJA42422384960932,26097,Savings,456.77,656
3283,ZLPJ71912579369725,12374,Checking,3268.72,751
3284,GLOC64231540773307,22985,Credit,3592.03,734
3285,GUSY58840928959644,6032,Checking,1642.57,626
3286,BFMM31373260991295,23372,Savings,2182.57,687
3287,VLOW38376851387169,23417,Checking,2992.61,659
3288,AHNV28179580835766,27935,Checking,4839.41,759
3289,WCSR01411737252074,22535,Checking,3254.29,705
3290,OOKZ83488132181689,10107,Credit,1622.83,708
3291,WOXB48105339102355,5332,Savings,2487.82,697
3292,IJMY45708417815602,2796,Credit,1529.4,726
3293,QEVD37992556785467,29595,Savings,1876.45,705
3294,JZNV95896765604954,19929,Credit,927.06,825
3295,BFYX51944632785274,13194,Checking,1012.72,651
3296,EOJG60013113508643,20006,Credit,942.26,727
3297,EYCT56519218376905,6654,Checking,2456.04,715
3298,WOBB78298661938605,5988,Checking,1943.13,608
3299,DJJD03432886947690,11398,Checking,2093.27,778
3300,QAKG56501040917211,9187,Checking,2443.45,778
3301,EUFQ55817775590350,27450,Checking,4704.17,720
3302,ZEYA63687902692897,14179,Checking,1190.32,705
3303,DIPP32977200101098,8613,Checking,2906.25,805
3304,YFDB04283806810293,6151,Checking,485.84,739
3305,NMIR31181330590152,27981,Credit,1944.14,708
3306,OUXE92183035332692,5801,Savings,1861.66,665
3307,AAHK15482170007121,3837,Checking,1418.69,671
3308,BDCQ56168133586899,11491,Checking,942.12,648
3309,ANPU37200594494486,19923,Checking,1749.16,742
3310,VHQK23362141227855,25971,Checking,647.07,612
3311,EMUX48918979295934,23641,Savings,1579.78,732
3312,NQAU88721205330118,22897,Savings,3762.64,684
3313,ZRCL56521468988516,19232,Checking,1578.3,660
3314,URAY60422470968685,28568,Credit,3215.57,719
3315,FSZE91314906003891,19548,Checking,2009.08,751
3316,GMTW60236369527577,15546,Savings,2894.97,713
3317,JKIM07335182677806,9571,Credit,2269.49,635
3318,BPCW93215994377956,27734,Credit,8.72,733
3319,CBBD51699214439834,9587,Savings,3241.49,766
3320,CTLL00834875864751,10649,Savings,2467.88,690
3321,KZHZ86094948313695,3121,Checking,2323.66,739
3322,FRJL22296752034100,17279,Checking,2784.9,677
3323,ZINI59143466633510,1134,Credit,2708.75,695
3324,WLFS71453897257562,3267,Credit,2238.5,749
3325,GQCD09078036418940,17986,Checking,126.22,709
3326,HHUH38889135672399,12614,Savings,3769.38,672
3327,FWRT95233339409957,25952,Checking,2554.66,615
3328,BAYR71503667526350,25174,Credit,532.04,728
3329,URSL42007849894728,4183,Checking,1689.23,698
3330,FQQO52144254068010,13061,Credit,3243.9,770
3331,MSIZ87166434134385,8149,Credit,4730.59,686
3332,XCFW21116408656783,7029,Checking,355.8,636
3333,MUHK02187934118931,18348,Savings,2986.51,619
3334,BQEE50092429871045,10829,Savings,36.12,670
3335,MYLB77528874604542,24389,Credit,3237.48,686
3336,DFBP71856643645104,15934,Savings,3825.16,773
3337,STIP73381122182445,7188,Checking,3410.93,591
3338,HVVK41156025960562,24098,Checking,2515.05,793
3339,SGOC14710350988528,27031,Credit,1408.7,763
3340,IHKJ46987668016256,18497,Savings,1288.81,726
3341,NAYG77897602405495,3075,Checking,1011.11,649
3342,HQSS61999668379450,11243,Credit,2312.39,631
3343,KNKI70198384120005,18168,Checking,186.78,753
3344,AUER05266686897682,11284,Checking,526.23,656
3345,RAYU84112742323102,12295,Checking,2148.25,624
3346,ZQXO91863759189323,12476,Credit,564.79,753
3347,NTXT77959013760801,17732,Checking,231.92,746
3348,OQZQ19017477730395,28852,Credit,1337.3,766
3349,HDGU92032578423838,16157,Savings,266.66,643
3350,BGXA83402056507480,12419,Credit,1260.26,724
3351,NPMX45211840455083,27545,Savings,2615.45,643
3352,AZHN55426707543388,9790,Savings,2355.96,693
3353,BUOT69316733203895,6985,Credit,873.36,701
3354,YVBM98948600450200,26275,Checking,2540.49,718
3355,LALL87401817882369,4576,Checking,2692.65,672
3356,KCPN05370258803810,28020,Credit,829.85,666
3357,SPLE83943765237803,26591,Checking,3135.07,820
3358,STDV62881510532919,25367,Savings,3580.07,629
3359,QCAL50427353845758,9377,Checking,2532.97,697
3360,XCTC31740130199953,8089,Credit,3075.7,706
3361,HFED71841106791955,905,Savings,3528.16,775
3362,PPQX48709782474689,24746,Credit,4686.04,635
3363,SPEH71745317696292,22404,Credit,899.49,698
3364,UJZO92514120146957,22284,Savings,3240.83,721
3365,GUES98263422392823,4519,Checking,1442.3,733
3366,TQHW30345046054909,17049,Savings,1227.45,636
3367,KNZA41057447169720,4944,Savings,1958.58,738
3368,JTPN22004190247989,28523,Checking,2352.02,601
3369,RLTW68292323601975,9737,Checking,658.3,693
3370,WDVU02977386483890,23206,Credit,2316.09,726
3371,MFRQ31133304227453,26948,Checking,2611.09,661
3372,LQBX32515034823484,21807,Savings,206.12,721
3373,LAOX89536177619340,134,Savings,2140.3,728
3374,WQUW26285696490473,10329,Savings,2540.19,650
3375,JEQV45553852430980,4619,Savings,1018.82,705
3376,MQZM39444907759346,13163,Credit,1405.4,756
3377,YOND79122068430128,5800,Checking,92.93,599
3378,PBAU63730677353072,15923,Credit,3709.69,649
3379,EJPX98969201557347,409,Checking,1642.23,677
3380,NCVD60783745046451,12031,Checking,69.0,810
3381,NRMQ45682319931695,7420,Credit,1843.29,776
3382,QOTG38822101117218,14186,Savings,2634.29,742
3383,HFSU28818117142995,25253,Checking,3716.03,752
3384,BMMS54853619007990,675,Checking,2212.64,679
3385,JTHX62023297985373,20816,Credit,6769.76,737
3386,LJCC83529303463276,16840,Savings,1261.59,667
3387,WQFL28477759332029,23838,Savings,3910.06,704
3388,FBTD81273281778265,21324,Credit,3580.09,699
3389,IZSU53249380155920,6717,Savings,1571.54,686
3390,DYHE34934449563966,22560,Savings,2179.16,763
3391,UTGZ81520710583578,10847,Credit,1627.74,768
3392,LMRW04163803601870,4240,Checking,62.84,809
3393,VRMW84038298282518,6764,Savings,4001.56,752
3394,KUHF36750237617951,21345,Checking,3815.16,623
3395,BRZC89076480756304,17260,Checking,3426.44,694
3396,ASXA62342716515278,14883,Credit,5210.28,608
3397,RNWI63682958571625,25703,Credit,3709.64,809
3398,EDGG08211900242780,19161,Checking,5456.41,791
3399,FMJR29940184296964,2962,Credit,1901.48,793
3400,UBET75516493535925,23310,Savings,1603.98,735
3401,ARBP50081127089217,12464,Checking,1406.85,700
3402,NFNQ02546429223322,5516,Credit,289.66,765
3403,MQVM45936940576591,21095,Checking,3027.41,760
3404,WCPC67655826974928,10945,Savings,4486.73,714
3405,YDEH55088396994594,9134,Savings,2688.74,631
3406,SOLJ76110732476502,8555,Credit,1376.69,745
3407,OACS86976553169534,3268,Credit,2821.47,691
3408,NYML77888653769185,21798,Savings,2139.32,709
3409,JIDU73544782960698,5730,Credit,2821.84,611
3410,OKUO88982617187216,10297,Savings,3552.36,616
3411,BCQY68386819422166,6984,Checking,2452.51,702
3412,CFEW53522841397737,5036,Credit,2241.06,666
3413,UJJN09142633172289,19386,Savings,1062.98,703
3414,ZDRT15743929777863,22798,Savings,1383.1,710
3415,NSVL58087480135639,18218,Savings,3663.22,678
3416,JBVD66003375647430,9149,Savings,2073.17,741
3417,NPLX81448480967427,7782,Savings,3191.38,773
3418,GIFJ03759949502140,15410,Credit,560.89,750
3419,SIYD09095150570478,23790,Credit,2169.69,689
3420,YFWG12288134065486,29589,Credit,2461.49,781
3421,TZHL69383151385769,1130,Checking,1364.14,741
3422,XCOE09326634197743,25690,Credit,502.35,698
3423,KPBL56249863133359,14753,Checking,2782.46,587
3424,EHDX79098203077264,22656,Credit,1204.85,729
3425,FMHF47498265929544,8615,Credit,2599.66,689
3426,ROJK17688845489173,8022,Checking,4487.18,758
3427,LHJY06795190696890,12612,Checking,4092.48,652
3428,OLBR70035926638515,7317,Savings,788.2,777
3429,ROJE37564877258126,29150,Savings,4043.71,749
3430,AJWV80329672891790,28407,Checking,1343.68,660
3431,RIBM98176908986278,21810,Savings,309.5,667
3432,BOQH69035736229811,22010,Savings,3582.48,687
3433,OWVA79146893156048,19473,Credit,316.54,715
3434,GAKX35243943696422,12239,Checking,2090.94,623
3435,YXSO90632585753605,28126,Credit,94.96,684
3436,YKZE52217077215050,21526,Savings,274.38,694
3437,DYPK34376607576263,2601,Checking,3954.74,730
3438,WNHJ41510007424915,12292,Savings,2895.53,727
3439,AUAQ10466842089224,12321,Checking,910.48,724
3440,QEKX63225665031717,26720,Savings,2141.11,630
3441,TIJO52055647200553,4451,Checking,238.25,638
3442,ZCDB98656804655168,5265,Savings,1680.16,686
3443,BZLD76355665025401,6632,Credit,2169.51,710
3444,BILL02754749943838,2617,Checking,1288.35,724
3445,VBIS15884066031966,6913,Savings,4439.22,730
3446,SFZA42918144431272,27615,Savings,3030.74,650
3447,YWKH42827438803061,5817,Checking,1975.05,766
3448,IDNM22012904074053,29422,Credit,4043.16,671
3449,OSNT42559036941862,18959,Savings,928.72,720
3450,OTXB59052604379510,24099,Savings,4111.1,723
3451,NCQH00784076903346,771,Savings,445.29,656
3452,ZJAV46989342353221,23434,Checking,2791.73,727
3453,MNBM16915855910558,29704,Checking,3784.95,816
3454,SKAY79370880528522,2804,Credit,1169.22,679
3455,SHCV53243857295895,20815,Savings,2979.18,686
3456,OOOJ16251192370635,15222,Savings,184.96,850
3457,YUAU06990623549736,18022,Savings,4738.01,655
3458,JZCG91587342267515,26093,Checking,3470.96,716
3459,FEXA75546066657001,7830,Credit,2528.42,740
3460,FJEZ41055516593563,27206,Checking,6089.74,708
3461,JCWY56545822211322,10421,Credit,449.58,626
3462,ONQE77960857791130,21917,Credit,470.27,673
3463,JVCN05422975487685,5494,Savings,1068.34,664
3464,LGVK34124392247087,11002,Checking,2091.45,681
3465,XTBC83864191621009,18296,Savings,3490.93,755
3466,UDHW79873756945488,4063,Savings,3048.36,774
3467,RWWT63369470936732,6803,Credit,3114.36,737
3468,SKXW38074070402498,24845,Checking,420.81,693
3469,SIEI43095938521490,23398,Savings,2783.21,762
3470,ECTS23251476649050,28465,Credit,3202.59,768
3471,YLJP03382245743327,2634,Credit,4964.53,657
3472,GJFQ01418386532774,11220,Savings,2002.97,679
3473,WKKQ29713516274316,25694,Checking,1103.36,640
3474,IETL54403261124827,13590,Savings,2226.82,708
3475,LWOC69807313475202,29328,Credit,3983.95,598
3476,DPVE40922641850220,4391,Savings,1494.09,663
3477,ZHPD98816481619258,1011,Credit,1422.13,767
3478,JAQQ75915422796523,27568,Credit,175.38,618
3479,IEKX24838682601524,7724,Checking,3027.71,751
3480,CMMQ92940670970597,1509,Credit,352.12,701
3481,JGDE33187993502416,20375,Credit,3036.15,767
3482,BUWD00010533575653,19610,Checking,3516.67,674
3483,CEMG21133783369011,11442,Checking,667.92,592
3484,RKCO49185256781384,14395,Credit,4907.38,723
3485,BXQS36999732978491,18565,Checking,3528.18,757
3486,DACN92615294282924,22745,Credit,1112.57,638
3487,GZUG52894100991977,5219,Credit,2259.61,723
3488,PYJJ26610148743634,14041,Checking,3459.42,734
3489,NVWR23774468174601,14901,Checking,4431.59,751
3490,WFAG69984143822883,6582,Savings,3456.73,706
3491,BBBQ58555666579210,29516,Savings,1207.63,700
3492,GLFL07044674740249,17004,Savings,1857.12,690
3493,HRPC47791792588684,20156,Credit,5171.0,759
3494,PBKT63851334833585,14192,Checking,352.1,703
3495,ZKAL19474983332283,10635,Credit,538.02,729
3496,AZKW53898819340706,18639,Credit,1064.89,791
3497,BIRH59052152242773,27628,Checking,3598.4,693
3498,EMPD08766185398822,18373,Checking,2301.72,729
3499,UQUK54764508543994,25470,Checking,377.59,709
3500,JFAU13278220911921,22041,Savings,831.82,645
3501,AIND15072759417268,6118,Checking,1637.91,710
3502,CZAS28552054254010,27559,Checking,1516.26,688
3503,WOPP83989924195114,11468,Checking,4485.53,675
3504,TKGV56891640734625,9720,Savings,1221.71,703
3505,WNHE98820261095394,14583,Checking,2205.39,759
3506,BHJY95312804350013,8929,Savings,3248.12,667
3507,AEYT89182059408777,23419,Checking,3451.71,583
3508,PQOM26391122162771,26230,Checking,1619.19,761
3509,BXUJ69614228120081,2753,Credit,318.14,802
3510,CTCH24088747923829,22372,Savings,1863.05,734
3511,LYPS37001928648813,3789,Credit,426.14,697
3512,XMLE07658409395925,18348,Savings,2100.31,699
3513,IGTK86514844145711,12959,Credit,3111.52,716
3514,JFSZ46085261166238,5179,Savings,2578.2,681
3515,OULK64752535134613,4360,Savings,844.42,689
3516,VBYV42956848566086,26547,Credit,4910.39,698
3517,QBKS19290911118377,6338,Savings,3524.9,771
3518,ZSJX02583313436175,15789,Checking,252.3,693
3519,UAJL95110192195769,19047,Credit,1056.16,696
3520,LONY55558243058297,24442,Checking,1167.02,622
3521,QKWX85190793216279,24271,Savings,1080.15,723
3522,SEID72448756511562,17888,Checking,1582.37,655
